MerchantKey,MerchantID,MerchantCategory,BusinessSize,State,City,SettlementCycle,PartnerSince,MerchantTenure
4218,MER04218,Travel,Small,Maharashtra,Nagpur,T+1,2020,6
4219,MER04219,Retail,Small,Karnataka,Mysuru,T+1,2020,6
4220,MER04220,Retail,Small,Maharashtra,Nagpur,T+1,2021,5
4221,MER04221,E-Commerce,Medium,Maharashtra,Nagpur,T+2,2026,0
4222,MER04222,E-Commerce,Small,Telangana,Warangal,T+1,2025,1
4223,MER04223,Retail,Medium,Maharashtra,Pune,T+1,2026,0
4224,MER04224,Utilities,Enterprise,Telangana,Warangal,T+1,2023,3
4225,MER04225,Fuel,Small,Maharashtra,Nagpur,T+1,2023,3
4226,MER04226,E-Commerce,Small,Rajasthan,Jodhpur,T+1,2026,0
4227,MER04227,Education,Small,Gujarat,Surat,T+1,2021,5
4228,MER04228,Healthcare,Small,Delhi,New Delhi,T+3,2025,1
4229,MER04229,Travel,Small,Karnataka,Mysuru,T+2,2025,1
4230,MER04230,E-Commerce,Small,Maharashtra,Nagpur,T+1,2025,1
4231,MER04231,Retail,Small,Karnataka,Mysuru,T+1,2020,6
4232,MER04232,Entertainment,Small,Karnataka,Bengaluru,T+1,2026,0
4233,MER04233,Utilities,Medium,Telangana,Hyderabad,T+2,2024,2
4234,MER04234,Retail,Medium,Tamil Nadu,Chennai,T+1,2026,0
4235,MER04235,E-Commerce,Small,Tamil Nadu,Coimbatore,T+3,2021,5
4236,MER04236,Healthcare,Medium,West Bengal,Siliguri,T+1,2024,2
4237,MER04237,Healthcare,Enterprise,Maharashtra,Nagpur,T+1,2023,3
4238,MER04238,Entertainment,Small,Karnataka,Mangaluru,T+2,2025,1
4239,MER04239,Retail,Small,Karnataka,Mysuru,T+1,2024,2
4240,MER04240,Education,Small,Rajasthan,Jaipur,T+1,2025,1
4241,MER04241,Retail,Medium,Karnataka,Mysuru,T+1,2019,7
4242,MER04242,Retail,Small,Telangana,Hyderabad,T+1,2024,2
4243,MER04243,Government,Medium,Maharashtra,Pune,T+1,2020,6
4244,MER04244,Utilities,Small,Telangana,Warangal,T+2,2026,0
4245,MER04245,Fuel,Small,Maharashtra,Mumbai,T+2,2019,7
4246,MER04246,E-Commerce,Enterprise,Delhi,New Delhi,T+2,2023,3
4247,MER04247,E-Commerce,Small,Rajasthan,Udaipur,T+1,2020,6
4248,MER04248,Travel,Small,Tamil Nadu,Madurai,T+2,2024,2
4249,MER04249,E-Commerce,Small,West Bengal,Durgapur,T+1,2025,1
4250,MER04250,Fuel,Medium,Tamil Nadu,Chennai,T+1,2022,4
4251,MER04251,E-Commerce,Medium,Tamil Nadu,Chennai,T+2,2021,5
4252,MER04252,E-Commerce,Enterprise,Uttar Pradesh,Lucknow,T+1,2024,2
4253,MER04253,Fuel,Medium,Karnataka,Mangaluru,T+3,2024,2
4254,MER04254,Entertainment,Small,Maharashtra,Pune,T+1,2019,7
4255,MER04255,Education,Medium,Rajasthan,Jaipur,T+1,2025,1
4256,MER04256,Fuel,Small,Rajasthan,Jodhpur,T+3,2023,3
4257,MER04257,Healthcare,Small,Tamil Nadu,Madurai,T+2,2020,6
4258,MER04258,Retail,Small,Tamil Nadu,Chennai,T+1,2026,0
4259,MER04259,E-Commerce,Enterprise,Gujarat,Ahmedabad,T+1,2022,4
4260,MER04260,Travel,Small,Tamil Nadu,Coimbatore,T+1,2024,2
4261,MER04261,E-Commerce,Small,Karnataka,Bengaluru,T+1,2025,1
4262,MER04262,Retail,Small,Rajasthan,Udaipur,T+2,2025,1
4263,MER04263,Healthcare,Medium,Tamil Nadu,Madurai,T+2,2021,5
4264,MER04264,Retail,Medium,Maharashtra,Pune,T+1,2022,4
4265,MER04265,E-Commerce,Small,West Bengal,Siliguri,T+2,2024,2
4266,MER04266,Retail,Small,Karnataka,Bengaluru,T+1,2025,1
4267,MER04267,Healthcare,Small,Maharashtra,Nagpur,T+1,2023,3
4268,MER04268,E-Commerce,Small,Maharashtra,Pune,T+1,2025,1
4269,MER04269,Food & Dining,Medium,West Bengal,Durgapur,T+1,2026,0
4270,MER04270,Fuel,Small,Delhi,New Delhi,T+2,2023,3
4271,MER04271,Food & Dining,Small,Delhi,New Delhi,T+1,2022,4
4272,MER04272,Entertainment,Medium,Maharashtra,Mumbai,T+1,2021,5
4273,MER04273,Retail,Small,Tamil Nadu,Madurai,T+1,2024,2
4274,MER04274,E-Commerce,Medium,Maharashtra,Mumbai,T+1,2024,2
4275,MER04275,Healthcare,Medium,Maharashtra,Mumbai,T+2,2023,3
4276,MER04276,Retail,Small,Maharashtra,Mumbai,T+2,2026,0
4277,MER04277,Healthcare,Small,Telangana,Warangal,T+2,2020,6
4278,MER04278,Healthcare,Medium,Gujarat,Surat,T+1,2022,4
4279,MER04279,E-Commerce,Small,Maharashtra,Pune,T+1,2026,0
4280,MER04280,E-Commerce,Small,Uttar Pradesh,Kanpur,T+1,2026,0
4281,MER04281,Food & Dining,Enterprise,Maharashtra,Nagpur,T+1,2023,3
4282,MER04282,E-Commerce,Small,Karnataka,Mysuru,T+2,2026,0
4283,MER04283,Travel,Small,Delhi,New Delhi,T+1,2025,1
4284,MER04284,E-Commerce,Small,West Bengal,Kolkata,T+1,2025,1
4285,MER04285,Government,Small,Karnataka,Bengaluru,T+2,2024,2
4286,MER04286,Education,Small,Karnataka,Bengaluru,T+1,2023,3
4287,MER04287,Food & Dining,Small,Maharashtra,Mumbai,T+2,2023,3
4288,MER04288,E-Commerce,Small,Telangana,Warangal,T+2,2020,6
4289,MER04289,E-Commerce,Small,Gujarat,Surat,T+1,2021,5
4290,MER04290,Utilities,Enterprise,Rajasthan,Udaipur,T+1,2024,2
4291,MER04291,Retail,Small,Gujarat,Ahmedabad,T+2,2024,2
4292,MER04292,Retail,Small,Telangana,Warangal,T+1,2025,1
4293,MER04293,Food & Dining,Small,Uttar Pradesh,Noida,T+1,2025,1
4294,MER04294,Government,Small,Karnataka,Bengaluru,T+2,2024,2
4295,MER04295,Retail,Small,Rajasthan,Jaipur,T+1,2021,5
4296,MER04296,Education,Small,Uttar Pradesh,Kanpur,T+2,2026,0
4297,MER04297,Government,Medium,Kerala,Kochi,T+1,2022,4
4298,MER04298,E-Commerce,Small,Kerala,Kozhikode,T+1,2026,0
4299,MER04299,Entertainment,Small,Maharashtra,Pune,T+1,2025,1
4300,MER04300,Entertainment,Small,Karnataka,Bengaluru,T+1,2026,0
4301,MER04301,Retail,Medium,Karnataka,Bengaluru,T+3,2020,6
4302,MER04302,Retail,Medium,Kerala,Thiruvananthapuram,T+1,2021,5
4303,MER04303,Healthcare,Enterprise,Karnataka,Mangaluru,T+3,2023,3
4304,MER04304,E-Commerce,Enterprise,Uttar Pradesh,Noida,T+1,2025,1
4305,MER04305,Fuel,Small,Delhi,New Delhi,T+1,2025,1
4306,MER04306,Entertainment,Small,Telangana,Hyderabad,T+1,2023,3
4307,MER04307,Education,Small,Kerala,Thiruvananthapuram,T+2,2025,1
4308,MER04308,Retail,Enterprise,Kerala,Thiruvananthapuram,T+1,2024,2
4309,MER04309,Food & Dining,Enterprise,Uttar Pradesh,Noida,T+2,2021,5
4310,MER04310,Utilities,Small,West Bengal,Siliguri,T+1,2025,1
4311,MER04311,Healthcare,Small,Delhi,New Delhi,T+1,2025,1
4312,MER04312,Healthcare,Small,West Bengal,Siliguri,T+1,2022,4
4313,MER04313,Utilities,Medium,Maharashtra,Pune,T+1,2024,2
4314,MER04314,Fuel,Medium,Maharashtra,Nagpur,T+1,2023,3
4315,MER04315,Healthcare,Medium,Maharashtra,Pune,T+2,2025,1
4316,MER04316,E-Commerce,Medium,Maharashtra,Mumbai,T+1,2020,6
4317,MER04317,E-Commerce,Small,West Bengal,Kolkata,T+1,2026,0
4318,MER04318,Food & Dining,Small,West Bengal,Durgapur,T+1,2025,1
4319,MER04319,Food & Dining,Small,Maharashtra,Mumbai,T+1,2025,1
4320,MER04320,E-Commerce,Small,Maharashtra,Nagpur,T+1,2026,0
4321,MER04321,E-Commerce,Small,Maharashtra,Mumbai,T+1,2026,0
4322,MER04322,Education,Small,Karnataka,Mysuru,T+1,2022,4
4323,MER04323,Food & Dining,Small,Gujarat,Vadodara,T+1,2025,1
4324,MER04324,Utilities,Small,Maharashtra,Nagpur,T+1,2026,0
4325,MER04325,Utilities,Small,Tamil Nadu,Coimbatore,T+1,2021,5
4326,MER04326,Education,Small,Kerala,Thiruvananthapuram,T+1,2019,7
4327,MER04327,Education,Small,Maharashtra,Nagpur,T+2,2025,1
4328,MER04328,Travel,Small,Tamil Nadu,Chennai,T+1,2023,3
4329,MER04329,Entertainment,Small,Maharashtra,Pune,T+2,2023,3
4330,MER04330,Fuel,Small,West Bengal,Siliguri,T+1,2020,6
4331,MER04331,Retail,Small,Telangana,Hyderabad,T+1,2021,5
4332,MER04332,Food & Dining,Small,Delhi,New Delhi,T+1,2022,4
4333,MER04333,Food & Dining,Small,Maharashtra,Mumbai,T+2,2026,0
4334,MER04334,E-Commerce,Small,Kerala,Kochi,T+1,2024,2
4335,MER04335,Government,Small,Delhi,New Delhi,T+1,2022,4
4336,MER04336,Utilities,Small,Rajasthan,Udaipur,T+1,2025,1
4337,MER04337,Retail,Medium,Rajasthan,Jodhpur,T+2,2024,2
4338,MER04338,E-Commerce,Small,Tamil Nadu,Madurai,T+1,2023,3
4339,MER04339,Travel,Medium,Tamil Nadu,Chennai,T+1,2024,2
4340,MER04340,Retail,Medium,Karnataka,Bengaluru,T+1,2026,0
4341,MER04341,Education,Small,Maharashtra,Nagpur,T+1,2025,1
4342,MER04342,E-Commerce,Small,Delhi,New Delhi,T+2,2021,5
4343,MER04343,Fuel,Medium,Kerala,Thiruvananthapuram,T+2,2021,5
4344,MER04344,Education,Small,Maharashtra,Pune,T+2,2024,2
4345,MER04345,Food & Dining,Medium,Kerala,Kochi,T+2,2025,1
4346,MER04346,Fuel,Small,Maharashtra,Nagpur,T+1,2023,3
4347,MER04347,Retail,Medium,Delhi,New Delhi,T+3,2019,7
4348,MER04348,Travel,Enterprise,Delhi,New Delhi,T+1,2022,4
4349,MER04349,Travel,Medium,Uttar Pradesh,Kanpur,T+2,2020,6
4350,MER04350,Retail,Small,Kerala,Kochi,T+2,2025,1
4351,MER04351,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2023,3
4352,MER04352,Retail,Small,Maharashtra,Nagpur,T+1,2025,1
4353,MER04353,Travel,Small,Uttar Pradesh,Kanpur,T+1,2026,0
4354,MER04354,Retail,Medium,Tamil Nadu,Chennai,T+1,2022,4
4355,MER04355,Food & Dining,Small,Karnataka,Mangaluru,T+1,2025,1
4356,MER04356,Retail,Medium,Delhi,New Delhi,T+1,2023,3
4357,MER04357,E-Commerce,Small,Maharashtra,Mumbai,T+1,2020,6
4358,MER04358,E-Commerce,Small,Uttar Pradesh,Kanpur,T+2,2025,1
4359,MER04359,Travel,Small,Uttar Pradesh,Lucknow,T+2,2022,4
4360,MER04360,E-Commerce,Enterprise,Delhi,New Delhi,T+1,2021,5
4361,MER04361,Healthcare,Medium,Uttar Pradesh,Lucknow,T+1,2026,0
4362,MER04362,Education,Small,Uttar Pradesh,Kanpur,T+1,2023,3
4363,MER04363,Food & Dining,Small,Telangana,Hyderabad,T+2,2025,1
4364,MER04364,E-Commerce,Small,Karnataka,Bengaluru,T+1,2021,5
4365,MER04365,Food & Dining,Small,Rajasthan,Jaipur,T+1,2025,1
4366,MER04366,E-Commerce,Small,Gujarat,Surat,T+1,2022,4
4367,MER04367,Utilities,Small,Gujarat,Surat,T+1,2025,1
4368,MER04368,Retail,Medium,Gujarat,Vadodara,T+1,2020,6
4369,MER04369,Government,Small,Maharashtra,Mumbai,T+2,2020,6
4370,MER04370,E-Commerce,Medium,Telangana,Hyderabad,T+1,2026,0
4371,MER04371,Healthcare,Small,Telangana,Warangal,T+2,2022,4
4372,MER04372,E-Commerce,Small,Karnataka,Mangaluru,T+2,2025,1
4373,MER04373,E-Commerce,Small,Maharashtra,Pune,T+1,2026,0
4374,MER04374,Fuel,Small,Telangana,Hyderabad,T+1,2026,0
4375,MER04375,Government,Small,Delhi,New Delhi,T+1,2019,7
4376,MER04376,Fuel,Small,Rajasthan,Udaipur,T+2,2019,7
4377,MER04377,E-Commerce,Small,Gujarat,Surat,T+3,2022,4
4378,MER04378,Food & Dining,Small,Maharashtra,Nagpur,T+1,2026,0
4379,MER04379,Retail,Small,Telangana,Hyderabad,T+2,2019,7
4380,MER04380,Government,Small,West Bengal,Kolkata,T+1,2019,7
4381,MER04381,Retail,Small,Tamil Nadu,Chennai,T+2,2020,6
4382,MER04382,Food & Dining,Small,Gujarat,Vadodara,T+1,2022,4
4383,MER04383,E-Commerce,Enterprise,Uttar Pradesh,Kanpur,T+1,2023,3
4384,MER04384,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2026,0
4385,MER04385,E-Commerce,Small,Rajasthan,Udaipur,T+1,2020,6
4386,MER04386,Retail,Small,Karnataka,Mysuru,T+1,2024,2
4387,MER04387,Food & Dining,Small,Rajasthan,Jodhpur,T+1,2026,0
4388,MER04388,E-Commerce,Medium,Uttar Pradesh,Lucknow,T+2,2024,2
4389,MER04389,Utilities,Small,Telangana,Warangal,T+1,2023,3
4390,MER04390,Utilities,Medium,Maharashtra,Pune,T+1,2024,2
4391,MER04391,E-Commerce,Small,Rajasthan,Jodhpur,T+2,2026,0
4392,MER04392,Retail,Small,Telangana,Hyderabad,T+1,2023,3
4393,MER04393,E-Commerce,Medium,Kerala,Thiruvananthapuram,T+2,2021,5
4394,MER04394,Healthcare,Small,Maharashtra,Mumbai,T+2,2026,0
4395,MER04395,Food & Dining,Small,Rajasthan,Udaipur,T+2,2023,3
4396,MER04396,Education,Medium,Rajasthan,Jaipur,T+2,2021,5
4397,MER04397,Fuel,Small,Uttar Pradesh,Kanpur,T+1,2023,3
4398,MER04398,Retail,Small,Maharashtra,Nagpur,T+1,2023,3
4399,MER04399,Retail,Small,Maharashtra,Pune,T+2,2024,2
4400,MER04400,Travel,Small,Maharashtra,Pune,T+2,2025,1
4401,MER04401,E-Commerce,Medium,Delhi,New Delhi,T+1,2026,0
4402,MER04402,Retail,Small,Gujarat,Ahmedabad,T+2,2025,1
4403,MER04403,E-Commerce,Medium,Maharashtra,Mumbai,T+1,2025,1
4404,MER04404,Entertainment,Small,Maharashtra,Pune,T+1,2023,3
4405,MER04405,Food & Dining,Medium,Maharashtra,Pune,T+1,2026,0
4406,MER04406,Healthcare,Small,Rajasthan,Udaipur,T+1,2021,5
4407,MER04407,E-Commerce,Medium,Delhi,New Delhi,T+1,2020,6
4408,MER04408,Government,Small,Kerala,Kochi,T+1,2021,5
4409,MER04409,Food & Dining,Small,Maharashtra,Nagpur,T+1,2024,2
4410,MER04410,Education,Small,Karnataka,Bengaluru,T+1,2025,1
4411,MER04411,Utilities,Small,Maharashtra,Pune,T+1,2024,2
4412,MER04412,Fuel,Medium,Telangana,Warangal,T+2,2023,3
4413,MER04413,Utilities,Small,Gujarat,Surat,T+2,2022,4
4414,MER04414,Retail,Small,Kerala,Kozhikode,T+1,2026,0
4415,MER04415,E-Commerce,Medium,Kerala,Kozhikode,T+1,2026,0
4416,MER04416,Utilities,Small,West Bengal,Kolkata,T+1,2025,1
4417,MER04417,Government,Small,Maharashtra,Nagpur,T+1,2023,3
4418,MER04418,Utilities,Medium,Rajasthan,Jodhpur,T+3,2024,2
4419,MER04419,E-Commerce,Small,Uttar Pradesh,Kanpur,T+2,2020,6
4420,MER04420,Entertainment,Small,Maharashtra,Nagpur,T+1,2019,7
4421,MER04421,Retail,Small,Delhi,New Delhi,T+1,2024,2
4422,MER04422,Food & Dining,Small,Uttar Pradesh,Kanpur,T+2,2020,6
4423,MER04423,Retail,Small,Rajasthan,Jodhpur,T+1,2025,1
4424,MER04424,E-Commerce,Small,Uttar Pradesh,Noida,T+2,2026,0
4425,MER04425,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2026,0
4426,MER04426,Food & Dining,Enterprise,Delhi,New Delhi,T+1,2025,1
4427,MER04427,Retail,Small,Uttar Pradesh,Kanpur,T+1,2025,1
4428,MER04428,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2019,7
4429,MER04429,Government,Small,Uttar Pradesh,Lucknow,T+2,2021,5
4430,MER04430,Travel,Small,Tamil Nadu,Madurai,T+1,2022,4
4431,MER04431,Government,Small,Rajasthan,Jaipur,T+1,2026,0
4432,MER04432,Healthcare,Small,West Bengal,Durgapur,T+1,2021,5
4433,MER04433,Retail,Small,West Bengal,Durgapur,T+1,2020,6
4434,MER04434,Healthcare,Small,Maharashtra,Nagpur,T+1,2025,1
4435,MER04435,Food & Dining,Small,Karnataka,Bengaluru,T+1,2022,4
4436,MER04436,Education,Small,Karnataka,Mangaluru,T+2,2023,3
4437,MER04437,Government,Enterprise,Maharashtra,Nagpur,T+2,2025,1
4438,MER04438,E-Commerce,Small,Maharashtra,Nagpur,T+1,2023,3
4439,MER04439,E-Commerce,Medium,Kerala,Thiruvananthapuram,T+2,2023,3
4440,MER04440,Fuel,Small,Tamil Nadu,Chennai,T+1,2022,4
4441,MER04441,Government,Small,Gujarat,Ahmedabad,T+1,2025,1
4442,MER04442,Travel,Small,Maharashtra,Nagpur,T+2,2026,0
4443,MER04443,Government,Small,Maharashtra,Mumbai,T+1,2023,3
4444,MER04444,Travel,Medium,West Bengal,Durgapur,T+3,2024,2
4445,MER04445,Food & Dining,Small,Kerala,Kochi,T+2,2022,4
4446,MER04446,E-Commerce,Small,Delhi,New Delhi,T+1,2025,1
4447,MER04447,Food & Dining,Small,Rajasthan,Jaipur,T+1,2024,2
4448,MER04448,Fuel,Small,Delhi,New Delhi,T+1,2026,0
4449,MER04449,Utilities,Small,Maharashtra,Mumbai,T+1,2025,1
4450,MER04450,Utilities,Small,Tamil Nadu,Coimbatore,T+2,2024,2
4451,MER04451,E-Commerce,Enterprise,Karnataka,Bengaluru,T+1,2022,4
4452,MER04452,Utilities,Small,Karnataka,Bengaluru,T+1,2022,4
4453,MER04453,Retail,Small,Gujarat,Vadodara,T+2,2020,6
4454,MER04454,Government,Enterprise,Kerala,Kozhikode,T+1,2022,4
4455,MER04455,Retail,Small,Karnataka,Mangaluru,T+1,2020,6
4456,MER04456,Food & Dining,Small,Rajasthan,Jodhpur,T+2,2024,2
4457,MER04457,Fuel,Small,Rajasthan,Jodhpur,T+1,2022,4
4458,MER04458,Retail,Enterprise,Rajasthan,Udaipur,T+3,2023,3
4459,MER04459,Entertainment,Medium,Rajasthan,Udaipur,T+3,2024,2
4460,MER04460,Education,Small,Telangana,Warangal,T+1,2021,5
4461,MER04461,Food & Dining,Small,Karnataka,Mangaluru,T+2,2022,4
4462,MER04462,Utilities,Small,Kerala,Kozhikode,T+2,2023,3
4463,MER04463,Entertainment,Small,Delhi,New Delhi,T+2,2022,4
4464,MER04464,Healthcare,Small,Rajasthan,Udaipur,T+1,2023,3
4465,MER04465,Education,Small,Maharashtra,Mumbai,T+1,2024,2
4466,MER04466,Healthcare,Small,Telangana,Hyderabad,T+1,2022,4
4467,MER04467,E-Commerce,Small,West Bengal,Durgapur,T+1,2025,1
4468,MER04468,Utilities,Medium,Gujarat,Surat,T+1,2024,2
4469,MER04469,Entertainment,Medium,Karnataka,Mangaluru,T+1,2020,6
4470,MER04470,Retail,Medium,Telangana,Warangal,T+1,2025,1
4471,MER04471,Retail,Small,Maharashtra,Pune,T+1,2026,0
4472,MER04472,Retail,Small,Tamil Nadu,Chennai,T+2,2024,2
4473,MER04473,Retail,Small,Karnataka,Mysuru,T+1,2024,2
4474,MER04474,Healthcare,Medium,Tamil Nadu,Coimbatore,T+1,2020,6
4475,MER04475,Fuel,Small,Maharashtra,Pune,T+1,2021,5
4476,MER04476,Government,Small,Kerala,Thiruvananthapuram,T+2,2026,0
4477,MER04477,Healthcare,Small,Maharashtra,Mumbai,T+1,2024,2
4478,MER04478,Education,Small,West Bengal,Durgapur,T+2,2023,3
4479,MER04479,Travel,Small,Rajasthan,Jaipur,T+2,2026,0
4480,MER04480,Food & Dining,Small,Delhi,New Delhi,T+1,2025,1
4481,MER04481,Retail,Small,Tamil Nadu,Madurai,T+2,2021,5
4482,MER04482,Travel,Medium,Gujarat,Vadodara,T+1,2026,0
4483,MER04483,Entertainment,Small,Tamil Nadu,Madurai,T+1,2026,0
4484,MER04484,Retail,Small,Uttar Pradesh,Kanpur,T+1,2025,1
4485,MER04485,Fuel,Small,Maharashtra,Nagpur,T+1,2024,2
4486,MER04486,E-Commerce,Small,Kerala,Kochi,T+1,2020,6
4487,MER04487,Retail,Small,Tamil Nadu,Madurai,T+1,2026,0
4488,MER04488,Healthcare,Small,Karnataka,Bengaluru,T+1,2020,6
4489,MER04489,Retail,Small,Maharashtra,Pune,T+1,2021,5
4490,MER04490,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2022,4
4491,MER04491,Food & Dining,Medium,Rajasthan,Udaipur,T+2,2025,1
4492,MER04492,Retail,Small,Karnataka,Mangaluru,T+1,2021,5
4493,MER04493,Retail,Medium,Karnataka,Mangaluru,T+2,2024,2
4494,MER04494,Food & Dining,Enterprise,Tamil Nadu,Chennai,T+1,2025,1
4495,MER04495,Entertainment,Small,Maharashtra,Pune,T+1,2026,0
4496,MER04496,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2024,2
4497,MER04497,Travel,Small,Maharashtra,Mumbai,T+1,2025,1
4498,MER04498,E-Commerce,Small,West Bengal,Kolkata,T+1,2022,4
4499,MER04499,Retail,Small,Uttar Pradesh,Lucknow,T+2,2023,3
4500,MER04500,Retail,Small,Rajasthan,Udaipur,T+3,2025,1
4501,MER04501,E-Commerce,Small,Gujarat,Vadodara,T+1,2021,5
4502,MER04502,Government,Medium,Uttar Pradesh,Noida,T+1,2024,2
4503,MER04503,Utilities,Small,Gujarat,Ahmedabad,T+2,2023,3
4504,MER04504,Retail,Medium,Rajasthan,Jodhpur,T+1,2023,3
4505,MER04505,Utilities,Medium,Telangana,Hyderabad,T+1,2024,2
4506,MER04506,Retail,Small,Tamil Nadu,Coimbatore,T+1,2025,1
4507,MER04507,Fuel,Enterprise,Maharashtra,Pune,T+2,2020,6
4508,MER04508,Food & Dining,Medium,Karnataka,Mangaluru,T+1,2025,1
4509,MER04509,Retail,Enterprise,Telangana,Warangal,T+1,2020,6
4510,MER04510,Food & Dining,Enterprise,Kerala,Kochi,T+1,2026,0
4511,MER04511,E-Commerce,Small,Maharashtra,Nagpur,T+2,2023,3
4512,MER04512,Entertainment,Small,Tamil Nadu,Madurai,T+1,2022,4
4513,MER04513,Retail,Small,Telangana,Warangal,T+1,2026,0
4514,MER04514,Retail,Small,Tamil Nadu,Madurai,T+1,2026,0
4515,MER04515,Fuel,Small,Maharashtra,Mumbai,T+1,2022,4
4516,MER04516,E-Commerce,Medium,West Bengal,Durgapur,T+1,2024,2
4517,MER04517,Travel,Enterprise,Delhi,New Delhi,T+1,2021,5
4518,MER04518,Food & Dining,Small,Delhi,New Delhi,T+2,2024,2
4519,MER04519,Education,Small,Tamil Nadu,Chennai,T+1,2021,5
4520,MER04520,Retail,Small,Gujarat,Vadodara,T+2,2023,3
4521,MER04521,Travel,Small,Gujarat,Ahmedabad,T+1,2024,2
4522,MER04522,Travel,Small,Karnataka,Mysuru,T+1,2024,2
4523,MER04523,Food & Dining,Small,Delhi,New Delhi,T+3,2023,3
4524,MER04524,Retail,Enterprise,Delhi,New Delhi,T+1,2020,6
4525,MER04525,Fuel,Small,Karnataka,Mysuru,T+1,2024,2
4526,MER04526,E-Commerce,Enterprise,Maharashtra,Pune,T+1,2021,5
4527,MER04527,E-Commerce,Small,Maharashtra,Pune,T+1,2024,2
4528,MER04528,Healthcare,Small,Telangana,Hyderabad,T+1,2025,1
4529,MER04529,Food & Dining,Small,Rajasthan,Jaipur,T+1,2025,1
4530,MER04530,Retail,Enterprise,Gujarat,Vadodara,T+1,2022,4
4531,MER04531,Travel,Small,Maharashtra,Nagpur,T+1,2025,1
4532,MER04532,Education,Medium,Maharashtra,Mumbai,T+1,2025,1
4533,MER04533,Travel,Enterprise,Gujarat,Surat,T+1,2024,2
4534,MER04534,Healthcare,Small,Kerala,Thiruvananthapuram,T+1,2024,2
4535,MER04535,Travel,Enterprise,Kerala,Thiruvananthapuram,T+1,2023,3
4536,MER04536,Fuel,Small,Karnataka,Mangaluru,T+2,2024,2
4537,MER04537,E-Commerce,Small,Karnataka,Mangaluru,T+1,2024,2
4538,MER04538,Entertainment,Small,Rajasthan,Jodhpur,T+1,2022,4
4539,MER04539,Food & Dining,Small,Delhi,New Delhi,T+1,2021,5
4540,MER04540,Healthcare,Small,Rajasthan,Jaipur,T+2,2021,5
4541,MER04541,Utilities,Medium,Uttar Pradesh,Noida,T+1,2020,6
4542,MER04542,Healthcare,Medium,Kerala,Thiruvananthapuram,T+1,2026,0
4543,MER04543,Food & Dining,Medium,Delhi,New Delhi,T+3,2024,2
4544,MER04544,E-Commerce,Small,Telangana,Hyderabad,T+1,2024,2
4545,MER04545,Healthcare,Small,Karnataka,Bengaluru,T+1,2025,1
4546,MER04546,E-Commerce,Small,Kerala,Kozhikode,T+1,2024,2
4547,MER04547,Food & Dining,Small,Kerala,Kozhikode,T+1,2022,4
4548,MER04548,Retail,Small,Maharashtra,Pune,T+2,2022,4
4549,MER04549,Retail,Medium,West Bengal,Kolkata,T+1,2024,2
4550,MER04550,Utilities,Medium,Karnataka,Bengaluru,T+1,2023,3
4551,MER04551,E-Commerce,Medium,Maharashtra,Pune,T+1,2026,0
4552,MER04552,Education,Small,West Bengal,Durgapur,T+2,2023,3
4553,MER04553,E-Commerce,Medium,West Bengal,Siliguri,T+2,2026,0
4554,MER04554,Food & Dining,Enterprise,Kerala,Kozhikode,T+1,2026,0
4555,MER04555,Food & Dining,Small,Gujarat,Vadodara,T+2,2022,4
4556,MER04556,E-Commerce,Medium,Gujarat,Ahmedabad,T+1,2023,3
4557,MER04557,Retail,Enterprise,Kerala,Thiruvananthapuram,T+2,2026,0
4558,MER04558,Retail,Small,Maharashtra,Pune,T+2,2023,3
4559,MER04559,Retail,Medium,Tamil Nadu,Chennai,T+1,2024,2
4560,MER04560,Retail,Small,Delhi,New Delhi,T+2,2022,4
4561,MER04561,Travel,Small,Maharashtra,Nagpur,T+1,2026,0
4562,MER04562,Fuel,Small,Karnataka,Mysuru,T+1,2022,4
4563,MER04563,Healthcare,Small,Uttar Pradesh,Noida,T+1,2025,1
4564,MER04564,Fuel,Small,Maharashtra,Pune,T+1,2026,0
4565,MER04565,Travel,Medium,Gujarat,Ahmedabad,T+1,2025,1
4566,MER04566,Retail,Small,Maharashtra,Pune,T+1,2024,2
4567,MER04567,Retail,Small,Maharashtra,Pune,T+1,2024,2
4568,MER04568,Government,Medium,West Bengal,Siliguri,T+3,2020,6
4569,MER04569,Entertainment,Medium,Tamil Nadu,Chennai,T+1,2021,5
4570,MER04570,Retail,Small,Uttar Pradesh,Kanpur,T+1,2023,3
4571,MER04571,E-Commerce,Small,Telangana,Warangal,T+1,2021,5
4572,MER04572,Retail,Small,Kerala,Kozhikode,T+2,2022,4
4573,MER04573,Entertainment,Small,Rajasthan,Udaipur,T+1,2024,2
4574,MER04574,Travel,Small,Karnataka,Mangaluru,T+1,2025,1
4575,MER04575,Utilities,Small,Tamil Nadu,Chennai,T+1,2020,6
4576,MER04576,Fuel,Small,Tamil Nadu,Coimbatore,T+1,2026,0
4577,MER04577,Retail,Small,Telangana,Warangal,T+1,2025,1
4578,MER04578,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
4579,MER04579,Entertainment,Small,Tamil Nadu,Chennai,T+1,2024,2
